1	1	23	1	6	0	0	6	4	7	3	0	1	4	7	11	0	11
1	1	26	6	1	0	0	7	3	6	4	1	0	7	4	0	11	11
1	1	30	4	7	0	0	6	4	7	3	0	0	4	3	4	3	7
1	1	35	7	4	0	0	7	3	6	4	0	0	3	4	3	4	7
1	1	38	5	2	0	0	7	3	6	4	1	1	7	6	6	7	13
1	1	41	3	8	0	0	6	4	7	3	1	0	6	3	0	9	9
1	1	41	2	5	0	0	6	4	7	3	1	1	6	7	7	6	13
1	1	43	8	3	0	0	7	3	6	4	0	1	3	6	9	0	9
1	2	59	8	3	0	0	6	4	7	3	1	0	6	3	0	9	9
1	2	61	1	6	0	0	7	3	6	4	1	1	7	6	6	7	13
1	2	62	3	8	0	0	7	3	6	4	0	1	3	6	9	0	9
1	2	63	5	2	0	0	6	4	7	3	0	0	4	3	4	3	7
1	2	65	2	5	0	0	7	3	6	4	0	0	3	4	3	4	7
1	2	68	6	1	0	0	6	4	7	3	1	1	6	7	7	6	13
1	2	69	4	7	0	0	7	3	6	4	1	0	7	4	0	11	11
1	2	71	7	4	0	0	6	4	7	3	0	1	4	7	11	0	11
1	3	85	4	7	0	0	6	4	7	3	1	0	6	3	0	9	9
1	3	88	5	2	0	0	7	3	6	4	1	0	7	4	0	11	11
1	3	88	2	5	0	0	6	4	7	3	0	1	4	7	11	0	11
1	3	88	8	3	0	0	7	3	6	4	0	1	3	6	9	0	9
1	3	89	3	8	0	0	6	4	7	3	1	0	6	3	0	9	9
1	3	92	7	4	0	0	7	3	6	4	0	1	3	6	9	0	9
1	3	93	6	1	0	0	7	3	6	4	1	1	7	6	6	7	13
1	3	94	1	6	0	0	6	4	7	3	1	1	6	7	7	6	13
1	4	108	8	3	0	0	6	4	7	3	0	0	4	3	4	3	7
1	4	109	5	2	0	0	6	4	7	3	0	0	4	3	4	3	7
1	4	109	3	8	0	0	7	3	6	4	0	0	3	4	3	4	7
1	4	110	2	5	0	0	7	3	6	4	0	0	3	4	3	4	7
1	4	110	6	1	0	0	6	4	7	3	1	1	6	7	7	6	13
1	4	110	7	4	0	0	6	4	7	3	0	1	4	7	11	0	11
1	4	110	4	7	0	0	7	3	6	4	1	0	7	4	0	11	11
1	4	112	1	6	0	0	7	3	6	4	1	1	7	6	6	7	13
1	5	121	6	1	0	0	7	3	6	4	1	1	7	6	6	7	13
1	5	123	1	6	0	0	6	4	7	3	1	1	6	7	7	6	13
1	5	123	5	2	0	0	7	3	6	4	0	1	3	6	9	0	9
1	5	125	2	5	0	0	6	4	7	3	1	0	6	3	0	9	9
1	5	126	8	3	0	0	7	3	6	4	1	0	7	4	0	11	11
1	5	130	7	4	0	0	7	3	6	4	0	0	3	4	3	4	7
1	5	131	3	8	0	0	6	4	7	3	0	1	4	7	11	0	11
1	5	131	4	7	0	0	6	4	7	3	0	0	4	3	4	3	7
1	6	137	8	2	0	0	6	4	7	3	0	1	4	7	11	0	11
1	6	139	2	8	0	0	7	3	6	4	1	0	7	4	0	11	11
1	6	141	6	4	0	0	6	4	7	3	1	0	6	3	0	9	9
1	6	142	4	6	0	0	7	3	6	4	0	1	3	6	9	0	9
1	6	146	3	7	0	0	7	3	6	4	0	1	3	6	9	0	9
1	6	147	7	3	0	0	6	4	7	3	1	0	6	3	0	9	9
1	6	149	5	1	0	0	6	4	7	3	0	1	4	7	11	0	11
1	6	149	1	5	0	0	7	3	6	4	1	0	7	4	0	11	11
1	7	161	2	8	0	0	6	4	7	3	0	0	4	3	4	3	7
1	7	161	4	6	0	0	6	4	7	3	0	1	4	7	11	0	11
1	7	162	8	2	0	0	7	3	6	4	0	0	3	4	3	4	7
1	7	162	6	4	0	0	7	3	6	4	1	0	7	4	0	11	11
1	7	164	3	7	0	0	6	4	7	3	0	1	4	7	11	0	11
1	7	165	5	1	0	0	7	3	6	4	1	0	7	4	0	11	11
1	7	166	1	5	0	0	6	4	7	3	0	1	4	7	11	0	11
1	7	174	7	3	0	0	7	3	6	4	1	0	7	4	0	11	11
1	8	182	7	4	0	0	6	4	7	3	1	0	6	3	0	9	9
1	8	183	4	7	0	0	7	3	6	4	0	1	3	6	9	0	9
1	8	186	8	3	0	0	6	4	7	3	1	1	6	7	7	6	13
1	8	186	6	1	0	0	6	4	7	3	0	1	4	7	11	0	11
1	8	188	3	8	0	0	7	3	6	4	1	1	7	6	6	7	13
1	8	189	2	5	0	0	7	3	6	4	0	0	3	4	3	4	7
1	8	190	1	6	0	0	7	3	6	4	1	0	7	4	0	11	11
1	8	192	5	2	0	0	6	4	7	3	0	0	4	3	4	3	7
1	9	198	6	2	0	0	7	3	6	4	1	0	7	4	0	11	11
1	9	202	2	6	0	0	6	4	7	3	0	1	4	7	11	0	11
1	9	203	7	1	0	0	7	3	6	4	0	0	3	4	3	4	7
1	9	205	1	7	0	0	6	4	7	3	0	0	4	3	4	3	7
1	9	212	3	5	0	0	6	4	7	3	0	1	4	7	11	0	11
1	9	212	8	4	0	0	7	3	6	4	1	0	7	4	0	11	11
1	9	212	4	8	0	0	6	4	7	3	0	1	4	7	11	0	11
1	9	218	5	3	0	0	7	3	6	4	1	0	7	4	0	11	11
1	10	227	8	2	0	0	6	4	7	3	0	0	4	3	4	3	7
1	10	227	3	7	0	0	7	3	6	4	1	0	7	4	0	11	11
1	10	228	2	8	0	0	7	3	6	4	0	0	3	4	3	4	7
1	10	228	4	6	0	0	7	3	6	4	0	0	3	4	3	4	7
1	10	229	7	3	0	0	6	4	7	3	0	1	4	7	11	0	11
1	10	231	6	4	0	0	6	4	7	3	0	0	4	3	4	3	7
1	10	233	1	5	0	0	7	3	6	4	1	0	7	4	0	11	11
1	10	236	5	1	0	0	6	4	7	3	0	1	4	7	11	0	11
1	11	241	6	2	0	0	7	3	6	4	1	0	7	4	0	11	11
1	11	246	2	6	0	0	6	4	7	3	0	1	4	7	11	0	11
1	11	246	7	1	0	0	7	3	6	4	1	0	7	4	0	11	11
1	11	246	4	8	0	0	6	4	7	3	0	0	4	3	4	3	7
1	11	247	8	4	0	0	7	3	6	4	0	0	3	4	3	4	7
1	11	247	1	7	0	0	6	4	7	3	0	1	4	7	11	0	11
1	11	249	3	5	0	0	6	4	7	3	0	0	4	3	4	3	7
1	11	256	5	3	0	0	7	3	6	4	0	0	3	4	3	4	7
1	12	265	6	4	0	0	6	4	7	3	0	0	4	3	4	3	7
1	12	265	3	7	0	0	7	3	6	4	0	0	3	4	3	4	7
1	12	265	2	8	0	0	7	3	6	4	0	1	3	6	9	0	9
1	12	265	7	3	0	0	6	4	7	3	0	0	4	3	4	3	7
1	12	267	8	2	0	0	6	4	7	3	1	0	6	3	0	9	9
1	12	270	1	5	0	0	7	3	6	4	1	1	7	6	6	7	13
1	12	272	5	1	0	0	6	4	7	3	1	1	6	7	7	6	13
1	12	274	4	6	0	0	7	3	6	4	0	0	3	4	3	4	7
1	13	280	6	2	0	0	7	3	6	4	1	0	7	4	0	11	11
1	13	282	2	6	0	0	6	4	7	3	0	1	4	7	11	0	11
1	13	282	8	4	0	0	7	3	6	4	0	0	3	4	3	4	7
1	13	285	3	5	0	0	6	4	7	3	0	1	4	7	11	0	11
1	13	285	5	3	0	0	7	3	6	4	1	0	7	4	0	11	11
1	13	286	4	8	0	0	6	4	7	3	0	0	4	3	4	3	7
1	13	300	1	7	0	0	6	4	7	3	1	1	6	7	7	6	13
1	13	300	7	1	0	0	7	3	6	4	1	1	7	6	6	7	13
1	14	306	5	2	0	0	6	4	7	3	0	0	4	3	4	3	7
1	14	308	2	5	0	0	7	3	6	4	0	0	3	4	3	4	7
1	14	308	7	4	0	0	6	4	7	3	1	1	6	7	7	6	13
1	14	309	4	7	0	0	7	3	6	4	1	1	7	6	6	7	13
1	14	312	8	3	0	0	6	4	7	3	0	0	4	3	4	3	7
1	14	312	3	8	0	0	7	3	6	4	0	0	3	4	3	4	7
1	14	315	6	1	0	0	6	4	7	3	0	1	4	7	11	0	11
1	14	321	1	6	0	0	7	3	6	4	1	0	7	4	0	11	11
1	15	328	8	3	0	0	7	3	6	4	1	0	7	4	0	11	11
1	15	329	3	8	0	0	6	4	7	3	0	1	4	7	11	0	11
1	15	329	4	7	0	0	6	4	7	3	1	1	6	7	7	6	13
1	15	330	6	1	0	0	7	3	6	4	1	0	7	4	0	11	11
1	15	331	7	4	0	0	7	3	6	4	1	1	7	6	6	7	13
1	15	332	1	6	0	0	6	4	7	3	0	1	4	7	11	0	11
1	15	341	2	5	0	0	6	4	7	3	0	1	4	7	11	0	11
1	15	349	5	2	0	0	7	3	6	4	1	0	7	4	0	11	11
1	16	667	2	5	1	2	7	3	6	4	0	0	3	4	3	4	7
1	16	669	6	1	0	1	6	4	7	3	0	0	4	3	4	3	7
1	16	670	1	6	1	0	7	3	6	4	0	0	3	4	3	4	7
1	16	670	5	2	2	1	6	4	7	3	0	0	4	3	4	3	7
1	16	679	4	7	5	1	7	3	6	4	0	1	3	6	4	5	9
1	16	682	7	4	1	5	6	4	7	3	1	0	6	3	5	4	9
1	16	702	8	3	0	4	6	4	7	3	0	0	4	3	4	3	7
1	16	704	3	8	4	0	7	3	6	4	0	0	3	4	3	4	7
1	17	735	6	4	3	4	7	3	6	4	1	0	7	4	4	7	11
1	17	737	4	6	4	3	6	4	7	3	0	1	4	7	7	4	11
1	17	747	2	8	2	2	6	4	7	3	0	1	4	7	9	2	11
1	17	749	8	2	2	2	7	3	6	4	1	0	7	4	2	9	11
1	17	769	5	1	1	2	7	3	6	4	0	0	3	4	3	4	7
1	17	772	7	3	3	4	7	3	6	4	1	0	7	4	4	7	11
1	17	775	1	5	2	1	6	4	7	3	0	0	4	3	4	3	7
1	17	783	3	7	4	3	6	4	7	3	0	1	4	7	7	4	11
1	18	813	8	4	3	4	6	4	7	3	1	0	6	3	4	5	9
1	18	815	4	8	4	3	7	3	6	4	0	1	3	6	5	4	9
1	18	824	1	7	1	4	7	3	6	4	1	0	7	4	4	7	11
1	18	825	7	1	4	1	6	4	7	3	0	1	4	7	7	4	11
1	18	827	6	2	3	2	6	4	7	3	1	0	6	3	2	7	9
1	18	832	2	6	2	3	7	3	6	4	0	1	3	6	7	2	9
1	18	853	3	5	4	2	7	3	6	4	0	1	3	6	5	4	9
1	18	855	5	3	2	4	6	4	7	3	1	0	6	3	4	5	9
1	19	879	6	4	2	3	7	3	6	4	1	0	7	4	3	8	11
1	19	884	4	6	3	2	6	4	7	3	0	1	4	7	8	3	11
1	19	895	2	8	5	4	6	4	7	3	0	1	4	7	6	5	11
1	19	895	8	2	4	5	7	3	6	4	1	0	7	4	5	6	11
1	19	899	3	7	4	3	6	4	7	3	0	1	4	7	7	4	11
1	19	902	7	3	3	4	7	3	6	4	1	0	7	4	4	7	11
1	19	910	5	1	3	4	7	3	6	4	1	1	7	6	7	6	13
1	19	912	1	5	4	3	6	4	7	3	1	1	6	7	6	7	13
1	20	936	7	4	4	4	6	4	7	3	1	0	6	3	4	5	9
1	20	948	1	6	2	1	7	3	6	4	0	0	3	4	3	4	7
1	20	948	6	1	1	2	6	4	7	3	0	0	4	3	4	3	7
1	20	950	2	5	2	4	7	3	6	4	0	0	3	4	3	4	7
1	20	950	4	7	4	4	7	3	6	4	0	1	3	6	5	4	9
1	20	950	8	3	3	4	6	4	7	3	0	1	4	7	8	3	11
1	20	954	3	8	4	3	7	3	6	4	1	0	7	4	3	8	11
1	20	956	5	2	4	2	6	4	7	3	0	0	4	3	4	3	7
1	21	980	4	5	3	3	6	4	7	3	0	1	4	7	8	3	11
1	21	981	2	7	4	3	6	4	7	3	0	0	4	3	4	3	7
1	21	982	7	2	3	4	7	3	6	4	0	0	3	4	3	4	7
1	21	986	8	1	3	3	7	3	6	4	1	1	7	6	6	7	13
1	21	987	1	8	3	3	6	4	7	3	1	1	6	7	7	6	13
1	21	990	5	4	3	3	7	3	6	4	1	0	7	4	3	8	11
1	21	993	3	6	4	5	6	4	7	3	1	1	6	7	8	5	13
1	21	996	6	3	5	4	7	3	6	4	1	1	7	6	5	8	13
1	22	1019	7	1	4	2	6	4	7	3	0	1	4	7	7	4	11
1	22	1019	6	2	5	2	6	4	7	3	1	0	6	3	2	7	9
1	22	1023	2	6	2	5	7	3	6	4	0	1	3	6	7	2	9
1	22	1026	1	7	2	4	7	3	6	4	1	0	7	4	4	7	11
1	22	1030	3	5	4	4	7	3	6	4	1	1	7	6	6	7	13
1	22	1032	5	3	4	4	6	4	7	3	1	1	6	7	7	6	13
1	22	1067	4	8	4	7	7	3	6	4	1	0	7	4	7	4	11
1	22	1072	8	4	7	4	6	4	7	3	0	1	4	7	4	7	11
1	23	1102	8	2	3	5	7	3	6	4	0	1	3	6	6	3	9
1	23	1104	2	8	5	3	6	4	7	3	1	0	6	3	3	6	9
1	23	1108	3	7	4	4	6	4	7	3	1	1	6	7	7	6	13
1	23	1110	1	5	4	3	6	4	7	3	0	1	4	7	7	4	11
1	23	1110	7	3	4	4	7	3	6	4	1	1	7	6	6	7	13
1	23	1111	5	1	3	4	7	3	6	4	1	0	7	4	4	7	11
1	23	1114	4	6	3	5	6	4	7	3	0	0	4	3	4	3	7
1	23	1115	6	4	5	3	7	3	6	4	0	0	3	4	3	4	7
1	24	1139	6	1	0	3	6	4	7	3	0	0	4	3	4	3	7
1	24	1141	1	6	3	0	7	3	6	4	0	0	3	4	3	4	7
